CO,1995,4,193.35
CO,1996,1,195.69
CO,1996,2,198.24
CO,1996,3,200.43
CO,1996,4,203.13
CO,1997,1,205.32
CO,1997,2,208
CO,1997,3,211.27
CO,1997,4,214.57
CO,1998,1,217.61
CO,1998,2,220.24
CO,1998,3,224.26
CO,1998,4,227
CO,1999,1,231.4
CO,1999,2,238.5
CO,1999,3,246.36
CO,1999,4,250.6
CO,2000,1,260.09
CO,2000,2,266.42
CO,2000,3,273.46
CO,2000,4,279.57
CO,2001,1,287.44
CO,2001,2,293.28
CO,2001,3,298.68
CO,2001,4,301.13
CO,2002,1,304.63
CO,2002,2,308.01
CO,2002,3,312.38
CO,2002,4,314.3
CO,2003,1,315.19
CO,2003,2,316.57
CO,2003,3,317.95
CO,2003,4,321.65
CO,2004,1,324.06
CO,2004,2,326.54
CO,2004,3,331.09
CO,2004,4,334.37
CO,2005,1,337.88
CO,2005,2,342.73
CO,2005,3,348.16
CO,2005,4,351.47
CO,2006,1,352.61
CO,2006,2,354.42
CO,2006,3,356.09
CO,2006,4,359.31
CO,2007,1,360.15
CO,2007,2,361.16
CO,2007,3,358.84
CO,2007,4,359.67
CO,2008,1,361.51
CO,2008,2,359.39
CO,2008,3,352.39
CO,2008,4,353.38
CO,2009,1,359.8
CO,2009,2,353.93
CO,2009,3,345.52
CO,2009,4,344.65
CO,2010,1,340.89
CO,2010,2,336.84
CO,2010,3,341.17
CO,2010,4,339.61
CO,2011,1,331.19
CO,2011,2,325.34
CO,2011,3,328.71
CO,2011,4,331.5
CO,2012,1,329.73
CO,2012,2,330.67
CO,2012,3,336.06
CO,2012,4,338.91
CO,2013,1,343.26
CO,2013,2,350.4
CO,2013,3,359.32
CO,2013,4,362.7
CO,2014,1,367.8
CO,2014,2,380.41
CO,2014,3,388.91
CO,2014,4,394.78
CO,2015,1,401.92
CO,2015,2,418.74
CO,2015,3,434.19
CO,2015,4,440.27
CO,2016,1,448.14
CO,2016,2,464.08
CO,2016,3,476.32
CO,2016,4,483.64
CO,2017,1,492.25
CO,2017,2,510.05
CO,2017,3,517.81
CO,2017,4,525.56
CO,2018,1,539.57
CO,2018,2,553.59
CO,2018,3,561.78
CO,2018,4,563.69
CO,2019,1,571.65
CO,2019,2,580.45
CO,2019,3,585.47
CO,2019,4,590.57
CO,2020,1,596.46
CO,2020,2,603.25
CO,2020,3,613.37
CO,2020,4,625.08
CT,1975,1,62.2
CT,1975,2,62.66
CT,1975,3,61.78
CT,1975,4,62.07
CT,1976,1,65.2
CT,1976,2,63.96
CT,1976,3,67.22
CT,1976,4,68.18
CT,1977,1,64.02
CT,1977,2,68.48
CT,1977,3,71.59
CT,1977,4,72.51
CT,1978,1,73.53
CT,1978,2,79.38
CT,1978,3,87.08
CT,1978,4,88.2
CT,1979,1,95.34
CT,1979,2,97.58
CT,1979,3,100.59
CT,1979,4,101.84
CT,1980,1,100
CT,1980,2,101.72
CT,1980,3,103.98
CT,1980,4,105.19
CT,1981,1,104.01
CT,1981,2,110.18
CT,1981,3,114.38
CT,1981,4,111.59
CT,1982,1,112.02
CT,1982,2,112.62
CT,1982,3,111.15
CT,1982,4,113.06
CT,1983,1,118.98
CT,1983,2,121.28
CT,1983,3,122.76
CT,1983,4,126.27
CT,1984,1,131.34
CT,1984,2,134.78
CT,1984,3,140.42
CT,1984,4,142.09
CT,1985,1,148.69
CT,1985,2,155.73
CT,1985,3,160.28
CT,1985,4,168.95
CT,1986,1,174.75
CT,1986,2,185.68
CT,1986,3,199.65
CT,1986,4,212.96
CT,1987,1,225.23
